#                        name    w   j   s   v
instance              gotic_3    4  12   2  60

#         id    x   y     Ts     Te  skills
tic   tic_00     9  20   480   1080  1
tic   tic_01    67  48   480   1080  1
tic   tic_02    55   8   480   1080  1 2
tic   tic_03    17  30   480   1080  2

#          id    x   y   tmin   tmax   s     d    r    p
job   job_000    39  77     0   1439   1    90    0    1000
job   job_001    10  37     0   1439   2   120    0    1000
job   job_002    73  38   620   1079   1    60    1    1000
job   job_003    34  42     0   1439   2   120    0    1000
job   job_004    11  28     0   1439   1   120    0    1000
job   job_005    47  42     0   1439   2    60    0    1000
job   job_006    78  39     0   1439   2   120    0    1000
job   job_007    97   9   470    619   1    30    1    1000
job   job_008    54  79     0   1439   2    60    0    1000
job   job_009     0  37     0   1439   2   120    0    1000
job   job_010    95  10   476    595   1    30    1    1000
job   job_011    62  44   480    699   1    90    0    1000

end
