#                        name    w   j   s   v
instance              gotic_8    8  24   4  60

#         id    x   y        Ts     Te  skills
tic   tic_00     1   2      480   1080  3
tic   tic_01    97  18      480   1080  1 4
tic   tic_02    17  76      480   1080  3 4
tic   tic_03     5  19      480   1080  1
tic   tic_04    48  40      480   1080  1
tic   tic_05    18  24      480   1080  1 2 3
tic   tic_06    78   2      480   1080  3
tic   tic_07    34  33      480   1080  1

#          id    x   y    tmin  tmax   s   d   r   p
job   job_000   86  25       0  1439   2  120  0    1000
job   job_001   45  53       0  1439   3   30  0    1000
job   job_002   11  46       0  1439   1   30  0    1000
job   job_003   86  41     480   779   4   60  1    1000
job   job_004   40  89       0  1439   4   30  0    1000
job   job_005   45  63       0  1439   2   30  0    1000
job   job_006   98  45       0  1439   3   90  0    1000
job   job_007    6  67     780  1079   4  120  1    1000
job   job_008   54  10       0  1439   3   60  0    1000
job   job_009   13  60       0  1439   1  120  0    1000
job   job_010   34   2       0  1439   3   60  0    1000
job   job_011   41  44     840  1079   3   60  1    1000
job   job_012   82  83       0  1439   2  120  0    1000
job   job_013   85  47       0  1439   3   60  0    1000
job   job_014   64  99       0  1439   2   30  0    1000
job   job_015    2  15     480   625   1   90  1    1000
job   job_016   32  24       0  1439   2   90  0    1000
job   job_017   22  32     540   779   3   90  1    1000
job   job_018   38  96     840  1079   3  120  1    1000
job   job_019    2  68     780  1079   2  120  1    1000
job   job_020   26  56     480   779   4  120  1    1000
job   job_021    2  33       0  1439   1   30  0    1000
job   job_022   32  65       0  1439   4   30  0    1000
job   job_023   85  33       0  1439   3  120  0    1000

end
